"filename", "language", "C++", "C", "Markdown", "Makefile", "Shell Script", "Python", "YAML", "reStructuredText", "pip requirements", "Diff", "Docker", "comment", "blank", "total"
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/.github/workflows/ondemand.yml", "YAML", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 37
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/.github/workflows/pahole.yml", "YAML", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/.github/workflows/test.yml", "YAML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 4, 43
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/.lgtm.yml", "YAML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 5, 1, 15
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/.readthedocs.yaml", "YAML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 6, 4, 22
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/README.md", "Markdown", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 186
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/diffs/001-fix-oob-write-in-test_verifier.diff", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 6, 4, 36
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/managers/debian.sh", "Shell Script", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 1, 10, 91
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/managers/test_compile.sh", "Shell Script", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 4, 16
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/managers/travis_wait.bash", "Shell Script", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 3, 14, 62
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/managers/ubuntu.sh", "Shell Script", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 6, 25
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/rootfs/mkrootfs_arch.sh", "Shell Script", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 11, 18, 108
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/rootfs/mkrootfs_debian.sh", "Shell Script", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 14, 9, 53
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/rootfs/mkrootfs_tweak.sh", "Shell Script", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 7, 16, 62
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/rootfs/s390x-self-hosted-builder/README.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 108
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/rootfs/s390x-self-hosted-builder/actions-runner-libbpf.Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 7, 7, 51
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/vmtest/helpers.sh", "Shell Script", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 4, 37
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/ci/vmtest/run_selftests.sh", "Shell Script", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 4, 15, 77
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/api.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 13, 25, 94
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/conf.py", "Python", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 10, 9, 41
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/index.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 6, 22
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/libbpf_build.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 12, 37
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/libbpf_naming_convention.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 5, 52, 194
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/sphinx/Makefile", "Makefile", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/docs/sphinx/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/fuzz/bpf-object-fuzzer.c", "C", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/asm/barrier.h", "C++", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/compiler.h", "C++", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 71
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/err.h", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 39
